Waktu(s),Total_Ticks,Kecepatan(Ticks/s)
6.30794358253479,223.5,14.807537151491474
6.309351682662964,223.5,0.0
6.409702777862549,225.0,14.947662028182533
6.411229610443115,225.0,0.0
6.510414123535156,226.5,15.12325605992135
6.511656761169434,226.5,0.0
6.612877368927002,228.0,14.819291241211179
6.614234924316406,228.0,0.0
6.714644432067871,229.5,14.939108135061975
6.716039419174194,229.5,0.0
6.816546678543091,231.0,14.924507534064599
6.8178441524505615,231.0,0.0
6.918610095977783,233.0,19.850324070677935
6.919980764389038,233.0,0.0
7.020693302154541,234.5,14.894122326070281
7.022000551223755,234.5,0.0
7.122656345367432,236.0,14.903966285507174
7.12407374382019,236.0,0.0
7.223839521408081,237.5,15.03543143374709
7.225207567214966,237.5,0.0
7.326163291931152,239.0,14.858208972848125
7.327590465545654,239.0,0.0
7.427275657653809,241.0,20.06340034201935
7.428759336471558,241.0,0.0
7.52954626083374,242.0,9.921945449814302
7.531003952026367,242.0,0.0
7.630730390548706,243.5,15.04147042369356
7.63213586807251,243.5,0.0
7.732403993606567,245.5,19.94950676826194
7.7338011264801025,245.5,0.0
7.8352370262146,247.0,14.79075803311987
7.837057828903198,247.0,0.0
7.936154365539551,248.5,15.131512680832643
7.937622785568237,248.5,0.0
8.039426326751709,250.0,14.740924363053594
8.0413076877594,250.0,0.0
8.139441728591919,251.5,15.28540156803102
8.141121864318848,251.5,0.0
8.241709232330322,252.5,9.941912529836612
8.243435621261597,252.5,0.0
8.344523906707764,252.5,0.0
8.346420526504517,252.5,0.0
8.444774150848389,252.5,0.0
8.446534633636475,252.5,0.0
8.54749083518982,252.5,0.0
8.549212455749512,252.5,0.0
8.649258375167847,252.5,0.0
8.650777339935303,252.5,0.0
8.75020956993103,252.5,0.0
8.751632452011108,252.5,0.0
8.852720260620117,252.5,0.0
8.854017496109009,252.5,0.0
8.954586267471313,252.5,0.0
8.95573616027832,252.5,0.0
9.055380582809448,252.5,0.0
9.057172060012817,252.5,0.0
9.158824920654297,252.5,0.0
9.160436391830444,252.5,0.0
9.259182691574097,252.5,0.0
9.260693788528442,252.5,0.0
9.361193180084229,252.5,0.0
9.36272144317627,252.5,0.0
9.463195323944092,252.5,0.0
9.464788436889648,252.5,0.0
9.56569528579712,252.5,0.0
9.567167043685913,252.5,0.0
9.666450023651123,252.5,0.0
9.668108940124512,252.5,0.0
9.769075155258179,252.5,0.0
9.77063250541687,252.5,0.0
9.869964122772217,252.5,0.0
9.871594667434692,252.5,0.0
9.971673250198364,252.5,0.0
9.973215818405151,252.5,0.0
10.073380708694458,252.5,0.0
10.074845790863037,252.5,0.0
10.175683736801147,252.5,0.0
10.177209615707397,252.5,0.0
10.277947902679443,252.5,0.0
10.279585599899292,252.5,0.0
10.377903699874878,252.5,0.0
10.379430770874023,252.5,0.0
10.480095386505127,252.5,0.0
10.481644868850708,252.5,0.0
10.58299446105957,252.5,0.0
10.584584474563599,252.5,0.0
10.68401312828064,252.5,0.0
10.685473442077637,252.5,0.0
10.786041975021362,252.5,0.0
10.787476778030396,252.5,0.0
10.88756537437439,252.5,0.0
10.889023542404175,252.5,0.0
10.989856243133545,252.5,0.0
10.99125361442566,252.5,0.0
11.09238338470459,252.5,0.0
11.094043731689453,252.5,0.0
11.193028211593628,253.0,5.050238646817159
11.19442868232727,253.5,356.59785750722665
11.296000719070435,253.5,0.0
11.297873497009277,253.5,0.0
11.397494316101074,254.5,10.039071513027826
11.399403810501099,255.5,520.8374518812865
11.498893976211548,256.5,10.051774630335274
11.50068974494934,257.0,277.5846459298478
11.6007399559021,257.5,4.997967116379608
11.602425575256348,258.5,589.8332161440022
11.703350067138672,259.5,9.909287216197699
11.704957485198975,260.0,310.3213968629772
11.803802013397217,260.5,5.056899865207337
11.80517029762268,261.0,364.72208695652176
11.906575918197632,261.5,4.930774312927474
11.90803074836731,262.0,343.28891798985103
12.00732684135437,263.0,10.071010605729542
12.008716583251953,264.0,719.0646322647009
12.1088125705719,264.5,4.99525282912805
12.110178470611572,265.0,365.42115351106463
12.211930990219116,266.0,9.827996747670296
12.213364124298096,266.5,348.7116727635517
12.312101125717163,267.0,5.064031082252546
12.313528060913086,267.5,349.9919893190921
12.415411233901978,268.0,4.907799957876015
12.416892290115356,269.0,674.1086467373834
12.51757287979126,270.0,9.93235406252146
12.518978834152222,270.5,355.1485182049111
12.617443799972534,271.0,5.0780097194342675
12.618959903717041,271.5,329.5336266499057
12.719744443893433,272.5,9.922274056340427
12.721225500106812,273.5,674.6507962039569
12.822418212890625,274.0,4.941102184105742
12.823896169662476,274.5,338.19577487502016
12.923895120620728,275.5,9.999127464139015
12.92516803741455,276.0,389.73276342687234
13.026244878768921,276.5,4.950211141770664
13.027700662612915,277.5,676.0644745325596
13.127259492874146,278.5,10.0453709380748
13.128947257995605,279.0,294.50245752001126
13.229668140411377,279.0,0.0
13.231207609176636,279.5,322.24216349108787
13.331294298171997,279.5,0.0
13.332979679107666,279.5,0.0
13.432546854019165,279.5,0.0
13.434274673461914,279.5,0.0
13.534386396408081,279.5,0.0
13.535735845565796,279.5,0.0
13.636334419250488,279.5,0.0
13.637947797775269,279.5,0.0
13.7375967502594,279.5,0.0
13.739225149154663,279.5,0.0
13.840792179107666,279.5,0.0
13.842768669128418,279.5,0.0
13.940776348114014,279.5,0.0
13.942238330841064,279.5,0.0
14.043500661849976,279.5,0.0
14.045001983642578,279.5,0.0
