Waktu(s),Raw_L,Raw_R,Clean_L,Clean_R,Kecepatan_Angular_rad_s
4.049913167953491,-34,51,-34,51,2.301635816790291
4.05159068107605,-35,51,-35,51,2.301208119784258
4.1518683433532715,-35,53,-35,53,2.497247727320041
4.153348445892334,-36,53,-36,53,2.4982328302840835
4.254052639007568,-36,54,-36,54,2.3019063067628744
4.255640506744385,-37,54,-37,54,2.301741418856095
4.356100559234619,-37,56,-37,56,2.4981191699600664
4.357736110687256,-38,56,-38,56,2.497360137366425
4.457945823669434,-38,57,-38,57,2.301868585223155
4.459352731704712,-39,57,-39,57,2.302174704262708
4.559897184371948,-39,59,-39,59,2.489960389186116
4.561347961425781,-40,59,-40,59,2.491067904177446
4.660950660705566,-40,60,-40,60,2.302496001228898
4.662355899810791,-41,60,-41,60,2.3028346460870885
4.7619469165802,-41,62,-41,62,2.5002053696468467
4.763434171676636,-42,62,-42,62,2.5007007524787066
4.863888740539551,-42,63,-42,63,2.3083640839921533
4.865540266036987,-43,63,-43,63,2.308291469558216
4.9666125774383545,-43,65,-43,65,2.4964084847127004
4.967967510223389,-44,65,-44,65,2.4966635922345115
5.0679590702056885,-44,66,-44,66,2.307120515597152
5.069753646850586,-45,66,-45,66,2.3055603696103186
5.167640924453735,-45,68,-45,68,2.5061464386675594
5.1691575050354,-46,68,-46,68,2.505595852320199
5.271016359329224,-46,69,-46,69,2.302554232425
5.272461414337158,-47,69,-47,69,2.3027451219968014
5.374075174331665,-47,71,-47,71,2.4889724929797366
5.375334978103638,-48,71,-48,71,2.4908849973202187
5.4741740226745605,-48,72,-48,72,2.3093952682999928
5.475592613220215,-49,72,-49,72,2.309105662978469
5.576297760009766,-49,73,-49,73,2.3058642269620897
5.5778584480285645,-49,73,-49,73,2.1146818481324132
5.6778318881988525,-49,73,-49,73,1.723119503228194
5.679370880126953,-49,73,-49,73,1.5315945017313166
5.78047776222229,-49,73,-49,73,1.3421232621689265
5.781966209411621,-49,73,-49,73,1.1502933940285016
5.882763624191284,-49,73,-49,73,0.7680929262455745
5.884310483932495,-49,73,-49,73,0.5757447984118405
5.983402252197266,-49,73,-49,73,0.38363937557646627
5.984849452972412,-49,73,-49,73,0.19180891129028485
6.08638072013855,-49,73,-49,73,0.0
6.087841749191284,-49,73,-49,73,0.0
6.187376976013184,-49,73,-49,73,0.0
6.188723564147949,-49,73,-49,73,0.0
6.289222478866577,-49,73,-49,73,0.0
6.290817499160767,-49,73,-49,73,0.0
6.390029430389404,-49,73,-49,73,0.0
6.391467332839966,-49,73,-49,73,0.0
6.492895603179932,-49,73,-49,73,0.0
6.494365215301514,-49,73,-49,73,0.0
6.594257831573486,-49,73,-49,73,0.0
6.595609903335571,-49,73,-49,73,0.0
6.695381164550781,-49,73,-49,73,0.0
6.696892738342285,-49,73,-49,73,0.0
6.796967267990112,-49,73,-49,73,0.0
6.798481225967407,-49,73,-49,73,0.0
6.898322582244873,-49,73,-49,73,0.0
6.89984917640686,-49,73,-49,73,0.0
7.00071907043457,-49,73,-49,73,0.0
7.002196550369263,-49,73,-49,73,0.0
