Waktu(s),Raw_L,Raw_R,Clean_L,Clean_R,Kecepatan_Angular_rad_s
4.881250858306885,-204,290,-50,71,2.502859483046085
4.882755994796753,-206,290,-52,71,2.694945155282042
4.983378648757935,-206,291,-52,72,2.498089877738364
4.984861135482788,-207,291,-53,72,2.497095521511396
5.08461332321167,-207,293,-53,74,2.6969231622462373
5.08608865737915,-208,293,-54,74,2.6969979805081317
5.187140703201294,-208,294,-54,75,2.494559928958299
5.188591480255127,-208,294,-54,75,2.3029284920638267
5.289324760437012,-208,294,-54,75,2.1114094372458654
5.291056156158447,-208,294,-54,75,1.9183783096154063
5.390761852264404,-208,294,-54,75,1.5337058655600915
5.3922953605651855,-208,294,-54,75,1.1502153501253765
5.492263555526733,-208,293,-54,74,0.767796401117307
5.493879795074463,-208,293,-54,74,0.5756959877169752
5.594388246536255,-208,293,-54,74,0.19161397615042156
5.595983266830444,-207,293,-53,74,-0.19156899914104814
5.697184801101685,-207,293,-53,74,-0.3830257046482929
5.698664665222168,-207,293,-53,74,-0.3830038624998948
5.798380613327026,-207,293,-53,74,-0.38376928364716983
5.799870729446411,-207,293,-53,74,-0.38395126683888414
5.90073823928833,-207,293,-53,74,-0.3830765599561664
5.902236461639404,-207,293,-53,74,-0.3831030673708464
6.0011887550354,-207,293,-53,74,-0.19193390324217285
6.002621412277222,-207,293,-53,74,-0.19200316368273382
6.103825092315674,-207,293,-53,74,-0.1917411369225823
6.105238914489746,-207,293,-53,74,0.0
6.205767869949341,-207,293,-53,74,0.0
6.207279205322266,-207,293,-53,74,0.0
6.306043386459351,-207,293,-53,74,0.0
6.307456731796265,-207,293,-53,74,0.0
6.409092903137207,-207,293,-53,74,0.0
6.410712957382202,-207,293,-53,74,0.0
6.510662317276001,-207,293,-53,74,0.0
6.512186288833618,-207,293,-53,74,0.0
6.612030982971191,-207,293,-53,74,0.0
6.613428592681885,-207,293,-53,74,0.0
6.713222980499268,-207,293,-53,74,0.0
6.714815616607666,-207,293,-53,74,0.0
6.8147218227386475,-207,293,-53,74,0.0
6.81627345085144,-207,293,-53,74,0.0
6.916784048080444,-207,293,-53,74,0.0
6.918431520462036,-207,293,-53,74,0.0
7.019313812255859,-207,293,-53,74,0.0
7.020744323730469,-207,293,-53,74,0.0
