Waktu(s),Raw_Ticks,Ticks_Bersih,Speed_Ticks,Kecepatan_Final_m_s
0.04006171226501465,1226,0,0.0,0.0
0.14157581329345703,1226,0,0.0,0.0
0.24428105354309082,1226,0,0.0,0.0
0.3447434902191162,1226,0,0.0,0.0
0.4474821090698242,1227,1,0.0,0.0
0.5484418869018555,1227,1,0.0,0.0
0.6505987644195557,1228,2,0.0,0.0
0.7527344226837158,1228,2,0.0,0.0
0.8537783622741699,1229,3,0.0,0.0
0.9563350677490234,1229,3,0.0,0.0
1.0567002296447754,1230,4,3.9345351682222542,0.1249057534503837
1.1585853099822998,1231,5,4.916374936791534,0.15607523874338405
1.259810209274292,1231,5,4.923541556421293,0.1563027502501504
1.3631768226623535,1232,6,5.8914018314835666,0.18702844254227732
1.4654748439788818,1232,6,4.911626408067318,0.1559244919505051
1.567122459411621,1233,7,5.889971951872559,0.18698304958414627
1.6682720184326172,1233,7,4.913168328128064,0.15597344174475353
1.7704663276672363,1234,8,5.895462224009922,0.187157343763419
1.872605562210083,1235,9,5.889124279737934,0.18695613938456046
1.972367525100708,1235,9,5.905323158316378,0.18747038898391175
2.0751256942749023,1236,10,5.891447345318578,0.1870298874244836
2.177182197570801,1236,10,4.9087132121887365,0.15583200963414365
2.2775967121124268,1237,11,5.895145969482579,0.18714730394719398
2.3803868293762207,1237,11,4.915405832619241,0.15604447356233045
2.4804508686065674,1238,12,5.911469684420305,0.18766551660160702
2.5827090740203857,1238,12,4.92326299704743,0.15629390710426772
2.6847784519195557,1239,13,5.902569627049091,0.18738297538030044
2.7858877182006836,1240,14,5.908876901685049,0.18758320612089358
2.8891026973724365,1240,14,4.918853016935858,0.1561539078756458
2.9902231693267822,1241,15,5.894745521170731,0.18713459131508606
3.091222047805786,1241,15,4.920793173428141,0.1562155000836498
3.19362735748291,1242,16,5.902925447073614,0.18739427124279898
3.2959344387054443,1242,16,4.909962450991731,0.1558716679691835
3.3974900245666504,1243,17,5.899106431257091,0.18727303276668764
3.4996042251586914,1243,17,4.906033000681461,0.1557469236396337
3.5999536514282227,1244,18,5.898286541167239,0.18724700453589518
3.7023658752441406,1244,18,4.913582740305866,0.15598659767375006
3.805454730987549,1245,19,4.904042536971743,0.15568373437870497
3.905721426010132,1245,19,4.918264693687254,0.1561352309657956
4.008678913116455,1246,20,4.909393491557134,0.1558536057829728
4.10993766784668,1246,20,4.908141096137594,0.15581384723798408
4.211034297943115,1247,21,4.914454385123757,0.1560142689101388
4.314068555831909,1247,21,4.91094435977823,0.1559028396455197
4.41519832611084,1248,22,4.912999129921018,0.15596807037847266
4.516556024551392,1248,22,4.916653869913877,0.15608409375428595
4.617901802062988,1249,23,4.911841528354987,0.15593132115915745
4.719905614852905,1249,23,4.913812999502563,0.15599390748220837
4.822716474533081,1250,24,4.915155840396746,0.1560365373092351
4.924705505371094,1250,24,4.906848008003877,0.15577279686209108
5.0257487297058105,1251,25,4.916083358728521,0.15606598230619564
5.126921892166138,1251,25,4.916497110214156,0.1560791172608586
5.229790210723877,1251,25,3.9263575796892654,0.12464614772481543
5.331474542617798,1251,25,3.9315671933841227,0.12481153212117238
5.433538436889648,1251,25,2.945970573333945,0.09352278182105943
5.534693002700806,1251,25,2.946558335846773,0.09354144092979166
5.636723279953003,1251,25,1.9630524516836962,0.062319063131150626
5.738205194473267,1251,25,1.9640585541100122,0.062351002858776455
5.839306354522705,1251,25,0.9836808527055243,0.03122793234998958
5.9416515827178955,1251,25,0.9833363068855983,0.031216994398390204
6.04388952255249,1251,25,0.0,0.0
6.144290208816528,1251,25,0.0,0.0
6.247238636016846,1251,25,0.0,0.0
6.348300457000732,1251,25,0.0,0.0
6.449402332305908,1251,25,0.0,0.0
6.55156683921814,1251,25,0.0,0.0
6.65289568901062,1251,25,0.0,0.0
6.75565767288208,1251,25,0.0,0.0
6.857188940048218,1251,25,0.0,0.0
6.958528518676758,1251,25,0.0,0.0
