Waktu(s),Raw_Ticks,Ticks_Bersih,Speed_Ticks,Kecepatan_Final_m_s
0.09047341346740723,256,0,0.0,0.0
0.19046854972839355,256,0,0.0,0.0
0.29348111152648926,256,0,0.0,0.0
0.3955214023590088,256,0,0.0,0.0
0.4968571662902832,256,0,0.0,0.0
0.5986664295196533,257,1,0.0,0.0
0.7004306316375732,258,2,0.0,0.0
0.8023791313171387,259,3,0.0,0.0
0.9051206111907959,260,4,0.0,0.0
1.005986213684082,261,5,0.0,0.0
1.1065318584442139,262,6,5.905172118457183,0.18746559407254176
1.209017276763916,263,7,6.8725234386905,0.21817512908466863
1.3108375072479248,264,8,7.863517675462176,0.24963523212522226
1.4131383895874023,265,9,8.844191982793664,0.28076771868576766
1.5156991481781006,266,10,9.815064728164176,0.3115890448603
1.6159477233886719,267,11,9.830122759819039,0.31206707713321524
1.7184553146362305,268,12,9.822944538578728,0.31183919732172033
1.8190264701843262,270,14,10.819877827307248,0.34348784150569595
1.920386791229248,271,15,10.834597090177263,0.34395511922476746
2.0225837230682373,272,16,10.820408173795046,0.3435046778852976
2.124189615249634,273,17,10.809134924230959,0.34314679730463604
2.2243051528930664,274,18,10.834365561359995,0.34394776911093444
2.328111410140991,275,19,10.813213598340285,0.34327627889291074
2.4290549755096436,276,20,10.827660609570898,0.3437349137114378
2.531438112258911,277,21,10.829554037984957,0.3437950224898705
2.6337101459503174,278,22,10.808023322686326,0.34311150840200016
2.7356204986572266,279,23,10.814369359866864,0.3433129696983335
2.837592363357544,280,24,9.81772516341208,0.31167350303767993
2.938840866088867,281,25,9.81880307305793,0.3117077223572971
3.040583610534668,282,26,9.823183797090309,0.311846792822429
3.142932653427124,283,27,9.816017999877367,0.31161930742410693
3.243844985961914,284,28,9.808346545813398,0.3113757694433922
3.345547914505005,285,29,9.828623169217689,0.3120194711299848
3.448267936706543,286,30,9.811492181434419,0.3114756307918171
3.549516201019287,287,31,9.822429252137347,0.31182283903835223
3.6512539386749268,289,33,10.810345538589578,0.3431852294680648
3.7512683868408203,290,34,10.830525153429535,0.34382585152077405
3.8538787364959717,291,35,10.823720843595034,0.343609841900768
3.9564428329467773,292,36,10.809727534199974,0.3431656103007124
4.056675910949707,293,37,10.825788164625276,0.34367547107419405
4.159049034118652,294,38,10.825531611363099,0.34366732653433296
4.260294437408447,295,39,10.821984294787745,0.3435547134223318
4.362734794616699,296,40,10.81413869474223,0.34330564700328686
4.464527130126953,297,41,10.824010322580644,0.34361903170064517
4.5666704177856445,298,42,10.81448596356429,0.34331667139931193
4.667910099029541,299,43,9.836167221484159,0.31225896461323616
4.770651817321777,301,45,10.790836569523277,0.342565897736086
4.871776819229126,302,46,10.806582885453464,0.3430657802816057
4.973313093185425,303,47,10.817505860991972,0.3434125410630512
5.076032876968384,304,48,10.791116720340789,0.3425747914039387
5.177180528640747,305,49,10.804105421729773,0.3429871307182334
5.279155492782593,306,50,10.796369084850914,0.3427415329676772
5.3813793659210205,306,50,9.816966861361193,0.31164942998077244
5.4816272258758545,307,51,9.831874012986791,0.3121226724162787
5.584121465682983,307,51,8.845634410224818,0.2808135099869971
5.685195684432983,307,51,7.864065032266532,0.24965260851433335
5.787277698516846,307,51,5.90187610898402,0.1873609589558067
5.889963150024414,307,51,4.910692521372375,0.15589484478348742
5.990336656570435,307,51,3.933045549787069,0.12485846402354031
6.092015266418457,307,51,2.9528070871620398,0.09373981378904613
6.1947855949401855,307,51,1.9653990199489473,0.062393557287299284
6.2948150634765625,307,51,0.984581870593441,0.031256536063859384
6.397993087768555,307,51,0.9836577831968062,0.031227199985365814
6.498829126358032,307,51,0.0,0.0
6.6010353565216064,307,51,0.0,0.0
6.703972816467285,307,51,0.0,0.0
6.80414605140686,307,51,0.0,0.0
6.907280206680298,307,51,0.0,0.0
7.008892297744751,307,51,0.0,0.0
