Waktu(s),Raw_Ticks,Ticks_Bersih,Speed_Ticks,Kecepatan_Final_m_s
0.021900177001953125,1038,0,0.0,0.0
0.12356448173522949,1038,0,0.0,0.0
0.2242136001586914,1039,1,0.0,0.0
0.327286958694458,1040,2,0.0,0.0
0.42905473709106445,1042,4,0.0,0.0
0.5302252769470215,1043,5,0.0,0.0
0.6321711540222168,1045,7,0.0,0.0
0.733832836151123,1046,8,0.0,0.0
0.8351686000823975,1048,10,0.0,0.0
0.9372537136077881,1049,11,0.0,0.0
1.0387294292449951,1051,13,12.784840691122001,0.4058675525803591
1.1414992809295654,1052,14,13.753336668596623,0.43661342588126845
1.242647409439087,1054,16,14.728497682729811,0.46757088743594066
1.3441061973571777,1055,17,14.751884533309386,0.46831332639443984
1.4453606605529785,1057,19,14.759335406512687,0.4685498618151518
1.5470638275146484,1058,20,14.75160436396377,0.4683044321383939
1.6482598781585693,1060,22,14.762490364952713,0.46865001912578885
1.7511241436004639,1061,23,14.745038997344398,0.4680960080096953
1.8520643711090088,1063,25,14.750774295045684,0.4682780807705203
1.9549541473388672,1064,26,14.739111336532707,0.46790782848956736
2.0558688640594482,1066,28,14.747240630520146,0.4681659010564926
2.157823324203491,1067,29,14.759072265652492,0.4685415081454041
2.2593703269958496,1069,31,14.753282080083105,0.4683576929143183
2.3615775108337402,1070,32,14.742430377468844,0.468013194763126
2.463191270828247,1072,34,14.737226261984109,0.46784798491294755
2.566140651702881,1073,35,14.719204326865713,0.467275860560679
2.666870594024658,1074,36,13.74421040534243,0.4363237035280009
2.769167184829712,1076,38,14.734151104149854,0.4677503609523413
2.8709716796875,1078,40,14.721653160901319,0.4673536012459733
2.9717020988464355,1079,41,14.75291883082623,0.46834616120340955
3.073413848876953,1081,43,14.741363009803667,0.4679793101092273
3.175790786743164,1082,44,14.7352450367886,0.46778508893789095
3.277196168899536,1083,45,13.754808950237651,0.43666016493424453
3.3795688152313232,1085,47,14.73489993008983,0.46777413318063177
3.4809746742248535,1087,49,14.737909804719866,0.46786968466063694
3.582354784011841,1088,50,14.760668566887775,0.46859218432441935
3.684447765350342,1090,52,15.72362318147866,0.49916214151922156
3.785120725631714,1091,53,14.764454670002802,0.468712377953909
3.887742280960083,1093,55,14.75259019214964,0.46833572823998254
3.990428924560547,1094,56,14.724261324408767,0.4674364000046808
4.090399980545044,1096,58,14.749463668099933,0.46823647360750054
4.1916892528533936,1097,59,14.765255092306079,0.46873778816034883
4.294905662536621,1099,61,15.72157880027166,0.49909724059342414
4.3971943855285645,1100,62,14.740195645455929,0.46794225096064396
4.498899221420288,1102,64,14.735866269585207,0.46780481059425205
4.600009918212891,1103,65,14.73976742796698,0.4679286567682398
4.702504634857178,1105,67,14.733950970014332,0.467744007494075
4.80377721786499,1106,68,14.725277965994586,0.46746867430846417
4.9055016040802,1108,70,14.738258504982205,0.46788075449916516
5.007310628890991,1109,71,14.750978344995007,0.46828455854021156
5.109298944473267,1111,73,14.721773729329938,0.46735742881130826
5.210125207901001,1112,74,14.728466650903753,0.4675699022995906
5.312349796295166,1112,74,12.77711430894652,0.40562227085181624
5.413219213485718,1112,74,11.810735003521046,0.3749435934217792
5.515861511230469,1112,74,9.833206304893107,0.3121649673551366
5.617098569869995,1112,74,8.848786175459374,0.2809135659261333
5.7188520431518555,1112,74,6.887408717601053,0.21864767714896305
5.820310592651367,1112,74,5.90241319057615,0.18737800914803046
5.922605752944946,1112,74,3.9327339333583993,0.12484857144839576
6.024174690246582,1112,74,2.950246856006173,0.09365853669077198
6.125584363937378,1112,74,0.983975545499119,0.031237287667415035
6.2285683155059814,1112,74,0.0,0.0
6.329683780670166,1112,74,0.0,0.0
6.431376934051514,1112,74,0.0,0.0
6.532779693603516,1112,74,0.0,0.0
6.634853839874268,1112,74,0.0,0.0
6.737241744995117,1112,74,0.0,0.0
6.838341236114502,1112,74,0.0,0.0
6.940856695175171,1112,74,0.0,0.0
